Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de carga,Carga en TM
2020,Julio,Jul. 2020,ADP,Piura,carga nacional,17.18
2020,Julio,Jul. 2020,ADP,Pucallpa,carga nacional,80.36
2020,Julio,Jul. 2020,ADP,Tarapoto,carga nacional,10.40
2020,Julio,Jul. 2020,ADP,Trujillo,carga nacional,17.06
2020,Julio,Jul. 2020,ADP,Tumbes,carga nacional,2.40
2020,Julio,Jul. 2020,COR,Atalaya,carga nacional,1.87
2020,Julio,Jul. 2020,COR,Cusco,carga nacional,45.46
2020,Julio,Jul. 2020,COR,Jauja,carga nacional,0.48
2020,Julio,Jul. 2020,COR,Yurimaguas,carga nacional,2.35
2020,Julio,Jul. 2020,LAP,Lima,carga nacional,"1,345.86"
2020,Julio,Jul. 2020,LAP,Lima,carga internacional,"12,768.91"
2020,Agosto,Ago. 2020,AAP,Arequipa,carga nacional,16.38
2020,Agosto,Ago. 2020,AAP,Ayacucho,carga nacional,4.90
2020,Agosto,Ago. 2020,AAP,Juliaca,carga nacional,7.04
2020,Agosto,Ago. 2020,AAP,Puerto Maldonado,carga nacional,1.24
2020,Agosto,Ago. 2020,AAP,Tacna,carga nacional,26.71
2020,Agosto,Ago. 2020,ADP,Cajamarca,carga nacional,7.95
2020,Agosto,Ago. 2020,ADP,Chiclayo,carga nacional,16.90
2020,Agosto,Ago. 2020,ADP,Iquitos,carga nacional,"1,050.21"
2020,Agosto,Ago. 2020,ADP,Iquitos,carga internacional,4.03
2020,Agosto,Ago. 2020,ADP,Piura,carga nacional,35.32
2020,Agosto,Ago. 2020,ADP,Pucallpa,carga nacional,105.29
2020,Agosto,Ago. 2020,ADP,Tarapoto,carga nacional,4.21
2020,Agosto,Ago. 2020,ADP,Trujillo,carga nacional,15.20
2020,Agosto,Ago. 2020,ADP,Tumbes,carga nacional,6.71
2020,Agosto,Ago. 2020,COR,Atalaya,carga nacional,3.28
2020,Agosto,Ago. 2020,COR,Cusco,carga nacional,20.48
2020,Agosto,Ago. 2020,COR,Jauja,carga nacional,3.00
2020,Agosto,Ago. 2020,COR,Yurimaguas,carga nacional,5.10
2020,Agosto,Ago. 2020,LAP,Lima,carga nacional,"1,317.20"
2020,Agosto,Ago. 2020,LAP,Lima,carga internacional,"13,549.69"
2020,Setiembre,Set. 2020,AAP,Arequipa,carga nacional,47.00
2020,Setiembre,Set. 2020,AAP,Juliaca,carga nacional,2.89
2020,Setiembre,Set. 2020,AAP,Puerto Maldonado,carga nacional,1.25
2020,Setiembre,Set. 2020,AAP,Tacna,carga nacional,16.93
2020,Setiembre,Set. 2020,ADP,Cajamarca,carga nacional,12.06
2020,Setiembre,Set. 2020,ADP,Chiclayo,carga nacional,22.69
2020,Setiembre,Set. 2020,ADP,Iquitos,carga nacional,962.13
2020,Setiembre,Set. 2020,ADP,Iquitos,carga internacional,5.58
2020,Setiembre,Set. 2020,ADP,Piura,carga nacional,40.17
2020,Setiembre,Set. 2020,ADP,Pucallpa,carga nacional,110.70
2020,Setiembre,Set. 2020,ADP,Tarapoto,carga nacional,39.51
2020,Setiembre,Set. 2020,ADP,Trujillo,carga nacional,5.60
2020,Setiembre,Set. 2020,ADP,Tumbes,carga nacional,9.26
2020,Setiembre,Set. 2020,COR,Atalaya,carga nacional,4.40
2020,Setiembre,Set. 2020,COR,Cusco,carga nacional,23.83
2020,Setiembre,Set. 2020,COR,Jauja,carga nacional,4.50
2020,Setiembre,Set. 2020,COR,Yurimaguas,carga nacional,13.58
2020,Setiembre,Set. 2020,LAP,Lima,carga nacional,"1,353.24"
2020,Setiembre,Set. 2020,LAP,Lima,carga internacional,"14,281.31"
2020,Octubre,Oct. 2020,AAP,Arequipa,carga nacional,72.65
2020,Octubre,Oct. 2020,AAP,Ayacucho,carga nacional,1.44
2020,Octubre,Oct. 2020,AAP,Juliaca,carga nacional,26.16
2020,Octubre,Oct. 2020,AAP,Puerto Maldonado,carga nacional,20.90
2020,Octubre,Oct. 2020,AAP,Tacna,carga nacional,32.47
2020,Octubre,Oct. 2020,ADP,Cajamarca,carga nacional,25.59
2020,Octubre,Oct. 2020,ADP,Chiclayo,carga nacional,25.41
2020,Octubre,Oct. 2020,ADP,Iquitos,carga nacional,"1,029.31"
2020,Octubre,Oct. 2020,ADP,Iquitos,carga internacional,0.80
2020,Octubre,Oct. 2020,ADP,Piura,carga nacional,57.42
2020,Octubre,Oct. 2020,ADP,Pucallpa,carga nacional,128.00
2020,Octubre,Oct. 2020,ADP,Tarapoto,carga nacional,86.99
2020,Octubre,Oct. 2020,ADP,Trujillo,carga nacional,15.16
2020,Octubre,Oct. 2020,ADP,Tumbes,carga nacional,8.85
2020,Octubre,Oct. 2020,COR,Atalaya,carga nacional,3.27
2020,Octubre,Oct. 2020,COR,Cusco,carga nacional,74.33
2020,Octubre,Oct. 2020,COR,Jauja,carga nacional,5.45
2020,Octubre,Oct. 2020,COR,Yurimaguas,carga nacional,12.00
2020,Octubre,Oct. 2020,LAP,Lima,carga nacional,"1,508.25"
2020,Octubre,Oct. 2020,LAP,Lima,carga internacional,"17,137.34"
2020,Noviembre,Nov. 2020,AAP,Arequipa,carga nacional,77.41
2020,Noviembre,Nov. 2020,AAP,Ayacucho,carga nacional,5.55
2020,Noviembre,Nov. 2020,AAP,Juliaca,carga nacional,32.70
2020,Noviembre,Nov. 2020,AAP,Puerto Maldonado,carga nacional,27.15
2020,Noviembre,Nov. 2020,AAP,Tacna,carga nacional,33.94
2020,Noviembre,Nov. 2020,ADP,Cajamarca,carga nacional,27.62
2020,Noviembre,Nov. 2020,ADP,Chiclayo,carga nacional,45.97
2020,Noviembre,Nov. 2020,ADP,Iquitos,carga nacional,"1,126.03"
2020,Noviembre,Nov. 2020,ADP,Iquitos,carga internacional,1.63
2020,Noviembre,Nov. 2020,ADP,Piura,carga nacional,76.58
2020,Noviembre,Nov. 2020,ADP,Pucallpa,carga nacional,113.33
2020,Noviembre,Nov. 2020,ADP,Tarapoto,carga nacional,88.71
2020,Noviembre,Nov. 2020,ADP,Trujillo,carga nacional,24.68
2020,Noviembre,Nov. 2020,ADP,Tumbes,carga nacional,8.70
2020,Noviembre,Nov. 2020,COR,Atalaya,carga nacional,3.10
2020,Noviembre,Nov. 2020,COR,Cusco,carga nacional,73.15
2020,Noviembre,Nov. 2020,COR,Huánuco,carga nacional,2.65
2020,Noviembre,Nov. 2020,COR,Jauja,carga nacional,1.50
2020,Noviembre,Nov. 2020,COR,Moquegua,carga nacional,0.60
2020,Noviembre,Nov. 2020,COR,Tingo María,carga nacional,3.63
2020,Noviembre,Nov. 2020,COR,Yurimaguas,carga nacional,12.95
2020,Noviembre,Nov. 2020,LAP,Lima,carga nacional,"1,653.19"
2020,Noviembre,Nov. 2020,LAP,Lima,carga internacional,"16,803.46"
2020,Diciembre,Dic. 2020,AAP,Arequipa,carga nacional,211.40
2020,Diciembre,Dic. 2020,AAP,Ayacucho,carga nacional,3.40
2020,Diciembre,Dic. 2020,AAP,Juliaca,carga nacional,58.98
2020,Diciembre,Dic. 2020,AAP,Puerto Maldonado,carga nacional,50.08
2020,Diciembre,Dic. 2020,AAP,Tacna,carga nacional,63.29
2020,Diciembre,Dic. 2020,ADP,Cajamarca,carga nacional,50.27
2020,Diciembre,Dic. 2020,ADP,Chiclayo,carga nacional,76.85
2020,Diciembre,Dic. 2020,ADP,Iquitos,carga nacional,"1,222.23"
2020,Diciembre,Dic. 2020,ADP,Iquitos,carga internacional,2.03
2020,Diciembre,Dic. 2020,ADP,Pisco,carga nacional,0.67
2020,Diciembre,Dic. 2020,ADP,Piura,carga nacional,100.60
2020,Diciembre,Dic. 2020,ADP,Pucallpa,carga nacional,165.72
2020,Diciembre,Dic. 2020,ADP,Tarapoto,carga nacional,101.44
2020,Diciembre,Dic. 2020,ADP,Trujillo,carga nacional,78.64
2020,Diciembre,Dic. 2020,ADP,Tumbes,carga nacional,27.26
2020,Diciembre,Dic. 2020,COR,Atalaya,carga nacional,6.40
2020,Diciembre,Dic. 2020,COR,Cusco,carga nacional,129.52
2020,Diciembre,Dic. 2020,COR,Huánuco,carga nacional,2.65
2020,Diciembre,Dic. 2020,COR,Jauja,carga nacional,2.70
2020,Diciembre,Dic. 2020,COR,Moquegua,carga nacional,0.25
2020,Diciembre,Dic. 2020,COR,Tingo María,carga nacional,3.55
2020,Diciembre,Dic. 2020,COR,Yurimaguas,carga nacional,13.15
2020,Diciembre,Dic. 2020,LAP,Lima,carga nacional,"2,391.86"
2020,Diciembre,Dic. 2020,LAP,Lima,carga internacional,"16,029.98"
2021,Enero,Ene. 2021,AAP,Arequipa,carga nacional,90.96
2021,Enero,Ene. 2021,AAP,Ayacucho,carga nacional,2.49
2021,Enero,Ene. 2021,AAP,Juliaca,carga nacional,38.67
2021,Enero,Ene. 2021,AAP,Puerto Maldonado,carga nacional,34.67
2021,Enero,Ene. 2021,AAP,Tacna,carga nacional,39.15
2021,Enero,Ene. 2021,ADP,Cajamarca,carga nacional,38.90
2021,Enero,Ene. 2021,ADP,Chiclayo,carga nacional,43.34
2021,Enero,Ene. 2021,ADP,Iquitos,carga nacional,"1,050.28"
2021,Enero,Ene. 2021,ADP,Iquitos,carga internacional,0.72
2021,Enero,Ene. 2021,ADP,Piura,carga nacional,72.71
2021,Enero,Ene. 2021,ADP,Pucallpa,carga nacional,107.59
2021,Enero,Ene. 2021,ADP,Tarapoto,carga nacional,89.53
2021,Enero,Ene. 2021,ADP,Trujillo,carga nacional,33.81
2021,Enero,Ene. 2021,ADP,Tumbes,carga nacional,13.44
2021,Enero,Ene. 2021,COR,Atalaya,carga nacional,2.94
2021,Enero,Ene. 2021,COR,Cusco,carga nacional,82.17
2021,Enero,Ene. 2021,COR,Huánuco,carga nacional,6.20
2021,Enero,Ene. 2021,COR,Jaén,carga nacional,2.70
2021,Enero,Ene. 2021,COR,Tingo María,carga nacional,4.05
2021,Enero,Ene. 2021,COR,Yurimaguas,carga nacional,12.10
2021,Enero,Ene. 2021,LAP,Lima,carga nacional,"1,735.14"
2021,Enero,Ene. 2021,LAP,Lima,carga internacional,"17,602.60"
2021,Febrero,Feb. 2021,AAP,Arequipa,carga nacional,87.28
2021,Febrero,Feb. 2021,AAP,Ayacucho,carga nacional,3.05
2021,Febrero,Feb. 2021,AAP,Juliaca,carga nacional,33.82
2021,Febrero,Feb. 2021,AAP,Puerto Maldonado,carga nacional,43.28
2021,Febrero,Feb. 2021,AAP,Tacna,carga nacional,35.92
2021,Febrero,Feb. 2021,ADP,Cajamarca,carga nacional,34.71
2021,Febrero,Feb. 2021,ADP,Chiclayo,carga nacional,36.36
2021,Febrero,Feb. 2021,ADP,Iquitos,carga nacional,815.15
2021,Febrero,Feb. 2021,ADP,Iquitos,carga internacional,2.84
2021,Febrero,Feb. 2021,ADP,Piura,carga nacional,66.93
2021,Febrero,Feb. 2021,ADP,Pucallpa,carga nacional,136.02
2021,Febrero,Feb. 2021,ADP,Tarapoto,carga nacional,62.79
2021,Febrero,Feb. 2021,ADP,Trujillo,carga nacional,27.23
2021,Febrero,Feb. 2021,ADP,Tumbes,carga nacional,8.70
2021,Febrero,Feb. 2021,COR,Atalaya,carga nacional,3.04
2021,Febrero,Feb. 2021,COR,Cusco,carga nacional,75.21
2021,Febrero,Feb. 2021,COR,Huánuco,carga nacional,1.10
2021,Febrero,Feb. 2021,COR,Jaén,carga nacional,1.40
2021,Febrero,Feb. 2021,COR,Tingo María,carga nacional,1.15
2021,Febrero,Feb. 2021,COR,Yurimaguas,carga nacional,4.08
2021,Febrero,Feb. 2021,LAP,Lima,carga nacional,"1,433.03"
2021,Febrero,Feb. 2021,LAP,Lima,carga internacional,"12,836.28"
2021,Marzo,Mar. 2021,AAP,Arequipa,carga nacional,150.36
2021,Marzo,Mar. 2021,AAP,Ayacucho,carga nacional,7.19
2021,Marzo,Mar. 2021,AAP,Juliaca,carga nacional,44.84
2021,Marzo,Mar. 2021,AAP,Puerto Maldonado,carga nacional,34.82
2021,Marzo,Mar. 2021,AAP,Tacna,carga nacional,50.01
2021,Marzo,Mar. 2021,ADP,Cajamarca,carga nacional,48.44
2021,Marzo,Mar. 2021,ADP,Chiclayo,carga nacional,58.72
2021,Marzo,Mar. 2021,ADP,Iquitos,carga nacional,"1,008.09"
2021,Marzo,Mar. 2021,ADP,Iquitos,carga internacional,3.09
2021,Marzo,Mar. 2021,ADP,Piura,carga nacional,143.72
2021,Marzo,Mar. 2021,ADP,Pucallpa,carga nacional,124.37
2021,Marzo,Mar. 2021,ADP,Tarapoto,carga nacional,95.97
2021,Marzo,Mar. 2021,ADP,Trujillo,carga nacional,117.51
2021,Marzo,Mar. 2021,ADP,Tumbes,carga nacional,16.96
2021,Marzo,Mar. 2021,COR,Atalaya,carga nacional,2.93
2021,Marzo,Mar. 2021,COR,Cusco,carga nacional,108.89
2021,Marzo,Mar. 2021,COR,Huánuco,carga nacional,9.19
2021,Marzo,Mar. 2021,COR,Jaén,carga nacional,3.54
2021,Marzo,Mar. 2021,COR,Tingo María,carga nacional,3.10
2021,Marzo,Mar. 2021,COR,Yurimaguas,carga nacional,11.60
2021,Marzo,Mar. 2021,LAP,Lima,carga nacional,"2,124.96"
2021,Marzo,Mar. 2021,LAP,Lima,carga internacional,"15,625.91"
2021,Abril,Abr. 2021,AAP,Arequipa,carga nacional,95.95
2021,Abril,Abr. 2021,AAP,Ayacucho,carga nacional,2.97
2021,Abril,Abr. 2021,AAP,Juliaca,carga nacional,34.30
2021,Abril,Abr. 2021,AAP,Puerto Maldonado,carga nacional,34.11
2021,Abril,Abr. 2021,AAP,Tacna,carga nacional,44.22
2021,Abril,Abr. 2021,ADP,Cajamarca,carga nacional,29.91
2021,Abril,Abr. 2021,ADP,Chiclayo,carga nacional,25.56
2021,Abril,Abr. 2021,ADP,Iquitos,carga nacional,932.87
2021,Abril,Abr. 2021,ADP,Iquitos,carga internacional,4.66
2021,Abril,Abr. 2021,ADP,Piura,carga nacional,54.72
2021,Abril,Abr. 2021,ADP,Pucallpa,carga nacional,132.76
2021,Abril,Abr. 2021,ADP,Tarapoto,carga nacional,66.93
2021,Abril,Abr. 2021,ADP,Trujillo,carga nacional,21.41
2021,Abril,Abr. 2021,ADP,Tumbes,carga nacional,10.52
2021,Abril,Abr. 2021,COR,Atalaya,carga nacional,3.08
2021,Abril,Abr. 2021,COR,Cusco,carga nacional,90.68
2021,Abril,Abr. 2021,COR,Huánuco,carga nacional,14.60
2021,Abril,Abr. 2021,COR,Jaén,carga nacional,6.50
2021,Abril,Abr. 2021,COR,Rioja,carga nacional,0.65
2021,Abril,Abr. 2021,COR,Tingo María,carga nacional,8.25
2021,Abril,Abr. 2021,COR,Yurimaguas,carga nacional,11.78
2021,Abril,Abr. 2021,LAP,Lima,carga nacional,"1,620.69"
2021,Abril,Abr. 2021,LAP,Lima,carga internacional,"15,020.30"
2021,Mayo,May. 2021,AAP,Arequipa,carga nacional,101.49
2021,Mayo,May. 2021,AAP,Ayacucho,carga nacional,46.90
2021,Mayo,May. 2021,AAP,Juliaca,carga nacional,42.74
2021,Mayo,May. 2021,AAP,Puerto Maldonado,carga nacional,48.05
2021,Mayo,May. 2021,AAP,Tacna,carga nacional,4.13
2021,Mayo,May. 2021,ADP,Cajamarca,carga nacional,34.10
2021,Mayo,May. 2021,ADP,Chachapoyas,carga nacional,0.01
2021,Mayo,May. 2021,ADP,Chiclayo,carga nacional,25.83
2021,Mayo,May. 2021,ADP,Iquitos,carga nacional,"1,062.22"
2021,Mayo,May. 2021,ADP,Iquitos,carga internacional,4.10
2021,Mayo,May. 2021,ADP,Piura,carga nacional,49.96
2021,Mayo,May. 2021,ADP,Pucallpa,carga nacional,163.02
2021,Mayo,May. 2021,ADP,Tarapoto,carga nacional,82.56
2021,Mayo,May. 2021,ADP,Trujillo,carga nacional,26.52
2021,Mayo,May. 2021,ADP,Tumbes,carga nacional,23.62
2021,Mayo,May. 2021,COR,Atalaya,carga nacional,31.64
2021,Mayo,May. 2021,COR,Cusco,carga nacional,97.57
2021,Mayo,May. 2021,COR,Huánuco,carga nacional,15.75
2021,Mayo,May. 2021,COR,Jaén,carga nacional,6.60
2021,Mayo,May. 2021,COR,Moquegua,carga nacional,0.83
2021,Mayo,May. 2021,COR,Rioja,carga nacional,0.99
2021,Mayo,May. 2021,COR,Tingo María,carga nacional,9.25
2021,Mayo,May. 2021,COR,Yurimaguas,carga nacional,7.93
2021,Mayo,May. 2021,LAP,Lima,carga nacional,"1,822.67"
2021,Mayo,May. 2021,LAP,Lima,carga internacional,"15,562.16"
2021,Junio,Jun. 2021,AAP,Arequipa,carga nacional,64.67
2021,Junio,Jun. 2021,AAP,Ayacucho,carga nacional,44.81
2021,Junio,Jun. 2021,AAP,Juliaca,carga nacional,44.53
2021,Junio,Jun. 2021,AAP,Puerto Maldonado,carga nacional,50.21
2021,Junio,Jun. 2021,AAP,Tacna,carga nacional,2.97
2021,Junio,Jun. 2021,ADP,Cajamarca,carga nacional,28.48
2021,Junio,Jun. 2021,ADP,Chiclayo,carga nacional,22.74
2021,Junio,Jun. 2021,ADP,Iquitos,carga nacional,984.54
2021,Junio,Jun. 2021,ADP,Iquitos,carga internacional,2.89
2021,Junio,Jun. 2021,ADP,Piura,carga nacional,53.06
2021,Junio,Jun. 2021,ADP,Pucallpa,carga nacional,132.35
2021,Junio,Jun. 2021,ADP,Tarapoto,carga nacional,85.76
2021,Junio,Jun. 2021,ADP,Trujillo,carga nacional,30.76
2021,Junio,Jun. 2021,ADP,Tumbes,carga nacional,13.88
2021,Junio,Jun. 2021,COR,Atalaya,carga nacional,3.66
2021,Junio,Jun. 2021,COR,Cusco,carga nacional,102.50
2021,Junio,Jun. 2021,COR,Huánuco,carga nacional,15.25
2021,Junio,Jun. 2021,COR,Ilo,carga nacional,0.05
2021,Junio,Jun. 2021,COR,Jaén,carga nacional,5.83
2021,Junio,Jun. 2021,COR,Rioja,carga nacional,0.31
2021,Junio,Jun. 2021,COR,Tingo María,carga nacional,9.41
2021,Junio,Jun. 2021,COR,Yurimaguas,carga nacional,7.65
2021,Junio,Jun. 2021,LAP,Lima,carga nacional,"1,734.71"
2021,Junio,Jun. 2021,LAP,Lima,carga internacional,"15,600.33"
2021,Julio,Jul. 2021,AAP,Arequipa,carga nacional,82.17
2021,Julio,Jul. 2021,AAP,Ayacucho,carga nacional,48.46
2021,Julio,Jul. 2021,AAP,Juliaca,carga nacional,47.47
2021,Julio,Jul. 2021,AAP,Puerto Maldonado,carga nacional,60.51
2021,Julio,Jul. 2021,AAP,Tacna,carga nacional,7.43
2021,Julio,Jul. 2021,ADP,Cajamarca,carga nacional,33.47
2021,Julio,Jul. 2021,ADP,Chiclayo,carga nacional,31.71
2021,Julio,Jul. 2021,ADP,Iquitos,carga nacional,"1,059.52"
2021,Julio,Jul. 2021,ADP,Iquitos,carga internacional,1.09
2021,Julio,Jul. 2021,ADP,Piura,carga nacional,54.25
2021,Julio,Jul. 2021,ADP,Pucallpa,carga nacional,159.67
2021,Julio,Jul. 2021,ADP,Tarapoto,carga nacional,101.43
2021,Julio,Jul. 2021,ADP,Trujillo,carga nacional,34.07
2021,Julio,Jul. 2021,ADP,Tumbes,carga nacional,15.60
2021,Julio,Jul. 2021,COR,Atalaya,carga nacional,3.83
2021,Julio,Jul. 2021,COR,Cusco,carga nacional,124.51
2021,Julio,Jul. 2021,COR,Huánuco,carga nacional,17.83
2021,Julio,Jul. 2021,COR,Ilo,carga nacional,0.20
2021,Julio,Jul. 2021,COR,Jaén,carga nacional,4.70
2021,Julio,Jul. 2021,COR,Moquegua,carga nacional,0.37
2021,Julio,Jul. 2021,COR,Rioja,carga nacional,0.67
2021,Julio,Jul. 2021,COR,Tingo María,carga nacional,7.44
2021,Julio,Jul. 2021,COR,Yurimaguas,carga nacional,9.03
2021,Julio,Jul. 2021,LAP,Lima,carga nacional,"1,857.48"
2021,Julio,Jul. 2021,LAP,Lima,carga internacional,"17,777.11"
2021,Agosto,Ago. 2021,AAP,Arequipa,carga nacional,116.04
2021,Agosto,Ago. 2021,AAP,Ayacucho,carga nacional,45.55
2021,Agosto,Ago. 2021,AAP,Juliaca,carga nacional,46.49
2021,Agosto,Ago. 2021,AAP,Puerto Maldonado,carga nacional,53.83
2021,Agosto,Ago. 2021,AAP,Tacna,carga nacional,6.24
2021,Agosto,Ago. 2021,ADP,Cajamarca,carga nacional,29.99
2021,Agosto,Ago. 2021,ADP,Chiclayo,carga nacional,29.06
2021,Agosto,Ago. 2021,ADP,Iquitos,carga nacional,"1,037.83"
2021,Agosto,Ago. 2021,ADP,Iquitos,carga internacional,0.97
2021,Agosto,Ago. 2021,ADP,Piura,carga nacional,59.91
2021,Agosto,Ago. 2021,ADP,Pucallpa,carga nacional,102.59
2021,Agosto,Ago. 2021,ADP,Tarapoto,carga nacional,93.07
2021,Agosto,Ago. 2021,ADP,Trujillo,carga nacional,31.40
2021,Agosto,Ago. 2021,ADP,Tumbes,carga nacional,31.61
2021,Agosto,Ago. 2021,COR,Atalaya,carga nacional,8.03
2021,Agosto,Ago. 2021,COR,Cusco,carga nacional,104.28
2021,Agosto,Ago. 2021,COR,Huánuco,carga nacional,21.43
2021,Agosto,Ago. 2021,COR,Ilo,carga nacional,1.08
2021,Agosto,Ago. 2021,COR,Jaén,carga nacional,5.84
2021,Agosto,Ago. 2021,COR,Rioja,carga nacional,0.41
2021,Agosto,Ago. 2021,COR,Tingo María,carga nacional,4.61
2021,Agosto,Ago. 2021,COR,Yurimaguas,carga nacional,6.08
2021,Agosto,Ago. 2021,LAP,Lima,carga nacional,"1,833.26"
2021,Agosto,Ago. 2021,LAP,Lima,carga internacional,"15,878.20"
2021,Setiembre,Set. 2021,AAP,Arequipa,carga nacional,147.23
2021,Setiembre,Set. 2021,AAP,Ayacucho,carga nacional,45.28
2021,Setiembre,Set. 2021,AAP,Juliaca,carga nacional,47.16
2021,Setiembre,Set. 2021,AAP,Puerto Maldonado,carga nacional,58.72
2021,Setiembre,Set. 2021,AAP,Tacna,carga nacional,7.26
2021,Setiembre,Set. 2021,ADP,Cajamarca,carga nacional,33.55
2021,Setiembre,Set. 2021,ADP,Chiclayo,carga nacional,28.36
2021,Setiembre,Set. 2021,ADP,Iquitos,carga nacional,"1,072.31"
2021,Setiembre,Set. 2021,ADP,Iquitos,carga internacional,0.99
2021,Setiembre,Set. 2021,ADP,Piura,carga nacional,68.77
2021,Setiembre,Set. 2021,ADP,Pucallpa,carga nacional,142.97
2021,Setiembre,Set. 2021,ADP,Tarapoto,carga nacional,97.80
2021,Setiembre,Set. 2021,ADP,Trujillo,carga nacional,28.11
2021,Setiembre,Set. 2021,ADP,Tumbes,carga nacional,24.95
2021,Setiembre,Set. 2021,COR,Atalaya,carga nacional,4.73
2021,Setiembre,Set. 2021,COR,Cusco,carga nacional,106.42
2021,Setiembre,Set. 2021,COR,Huánuco,carga nacional,21.75
2021,Setiembre,Set. 2021,COR,Ilo,carga nacional,3.56
2021,Setiembre,Set. 2021,COR,Jaén,carga nacional,4.54
2021,Setiembre,Set. 2021,COR,Moquegua,carga nacional,0.05
2021,Setiembre,Set. 2021,COR,Rioja,carga nacional,0.27
2021,Setiembre,Set. 2021,COR,Tingo María,carga nacional,4.15
2021,Setiembre,Set. 2021,COR,Yurimaguas,carga nacional,5.48
2021,Setiembre,Set. 2021,LAP,Lima,carga nacional,"1,962.06"
2021,Setiembre,Set. 2021,LAP,Lima,carga internacional,"17,418.40"
2021,Octubre,Oct. 2021,AAP,Arequipa,carga nacional,145.89
2021,Octubre,Oct. 2021,AAP,Ayacucho,carga nacional,47.36
2021,Octubre,Oct. 2021,AAP,Juliaca,carga nacional,59.85
2021,Octubre,Oct. 2021,AAP,Puerto Maldonado,carga nacional,58.75
2021,Octubre,Oct. 2021,AAP,Tacna,carga nacional,6.72
2021,Octubre,Oct. 2021,ADP,Cajamarca,carga nacional,29.01
2021,Octubre,Oct. 2021,ADP,Chiclayo,carga nacional,28.24
2021,Octubre,Oct. 2021,ADP,Iquitos,carga nacional,"1,023.77"
2021,Octubre,Oct. 2021,ADP,Iquitos,carga internacional,0.87
2021,Octubre,Oct. 2021,ADP,Piura,carga nacional,71.35
2021,Octubre,Oct. 2021,ADP,Pucallpa,carga nacional,204.57
2021,Octubre,Oct. 2021,ADP,Tarapoto,carga nacional,111.11
2021,Octubre,Oct. 2021,ADP,Trujillo,carga nacional,34.82
2021,Octubre,Oct. 2021,ADP,Tumbes,carga nacional,31.01
2021,Octubre,Oct. 2021,COR,Atalaya,carga nacional,4.45
2021,Octubre,Oct. 2021,COR,Cusco,carga nacional,125.70
2021,Octubre,Oct. 2021,COR,Huánuco,carga nacional,22.41
2021,Octubre,Oct. 2021,COR,Ilo,carga nacional,3.12
2021,Octubre,Oct. 2021,COR,Jaén,carga nacional,5.58
2021,Octubre,Oct. 2021,COR,Rioja,carga nacional,0.23
2021,Octubre,Oct. 2021,COR,Tingo María,carga nacional,3.91
2021,Octubre,Oct. 2021,COR,Yurimaguas,carga nacional,5.23
2021,Octubre,Oct. 2021,LAP,Lima,carga nacional,"1,964.64"
2021,Octubre,Oct. 2021,LAP,Lima,carga internacional,"17,499.45"
2021,Noviembre,Nov. 2021,AAP,Arequipa,carga nacional,132.30
2021,Noviembre,Nov. 2021,AAP,Ayacucho,carga nacional,60.44
2021,Noviembre,Nov. 2021,AAP,Juliaca,carga nacional,54.12
2021,Noviembre,Nov. 2021,AAP,Puerto Maldonado,carga nacional,63.84
2021,Noviembre,Nov. 2021,AAP,Tacna,carga nacional,9.06
