Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de ingreso,Rubro Ingreso,R. Ingreso - Ad. 1,R. Ingreso - Ad. 2,Importe por Servicios
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 TM hasta 105 TM,"47,192.65"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,200.27
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 TM hasta 105 TM,11.86
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,T U U A NACIONAL,-,-,"212,166.90"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,SERVICIOS DE RAMPA,Hasta 10 TM,-,161.14
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 10 hasta 35 TM,-,142.11
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 35 hasta 70 TM,-,"4,718.75"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 106 TM,-,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 70 TM hasta 105 TM,-,"9,806.08"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,"1,770.96"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,"1,366.40"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,OFICINAS AERA GRIS,-,-,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,"2,060.85"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,713.64
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Con Pasajeros,-,"24,686.13"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Sin Pasajeros,-,0.00
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,"1,936.09"
2020,Enero,202001,ADP,Tarapoto,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,43.92
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 hasta 35 TM,148.14
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 hasta 70 TM,240.11
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 TM hasta 105 TM,"5,602.60"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,"1,549.25"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 hasta 35 TM,90.70
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 hasta 70 TM,"14,854.20"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 TM hasta 105 TM,"35,948.57"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,44.85
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,436.80
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,643.12
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,1.98
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,27.58
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 TM hasta 105 TM,29.80
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,T U U A NACIONAL,-,-,"137,407.10"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,"27,301.38"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,SERVICIOS DE RAMPA,Hasta 10 TM,-,490.42
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 10 hasta 35 TM,-,47.37
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 35 hasta 70 TM,-,"2,567.00"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 106 TM,-,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 70 TM hasta 105 TM,-,"8,293.44"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,656.80
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,732.25
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,OFICINAS AERA GRIS,-,-,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,"1,067.58"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,"4,474.37"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Con Pasajeros,-,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Sin Pasajeros,-,0.00
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,"1,090.28"
2020,Enero,202001,ADP,Trujillo,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,167.26
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,24.72
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 hasta 35 TM,139.29
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 hasta 70 TM,"2,379.94"
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 TM hasta 105 TM,"11,268.22"
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,30.07
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,0.21
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,1.95
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,6.18
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 TM hasta 105 TM,2.77
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,T U U A NACIONAL,-,-,"68,340.00"
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,164.88
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,SERVICIOS DE RAMPA,Hasta 10 TM,-,5.50
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 10 hasta 35 TM,-,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 35 hasta 70 TM,-,536.59
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 106 TM,-,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 70 TM hasta 105 TM,-,"3,260.40"
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,444.90
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,297.31
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,OFICINAS AERA GRIS,-,-,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,601.09
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Con Pasajeros,-,"2,786.38"
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Sin Pasajeros,-,0.00
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,191.53
2020,Enero,202001,ADP,Tumbes,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2020,Enero,202001,AAP,Andahuaylas,INGRESO REGULADOS,T U U A NACIONAL,-,-,0.00
2020,Enero,202001,AAP,Andahuaylas,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,0.00
2020,Enero,202001,AAP,Andahuaylas,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 TM hasta 105 TM,"3,494.65"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,197.29
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 hasta 35 TM,455.41
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 hasta 70 TM,"18,562.10"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 TM hasta 105 TM,"121,513.58"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,213.37
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,31.06
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,5.16
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 TM hasta 105 TM,94.42
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,T U U A NACIONAL,-,-,"436,716.85"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,"17,029.12"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,SERVICIOS DE RAMPA,Hasta 10 TM,-,27.15
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 10 hasta 35 TM,-,31.22
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 35 hasta 70 TM,-,"2,985.98"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 106 TM,-,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 70 TM hasta 105 TM,-,"26,238.07"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,"3,389.27"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,590.14
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,OFICINAS AERA GRIS,-,-,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,"1,204.97"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,"5,355.08"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Con Pasajeros,-,"34,692.52"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Sin Pasajeros,-,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,"5,243.67"
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2020,Enero,202001,AAP,Arequipa,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,-,-,"9,949.41"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,"1,615.05"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 hasta 35 TM,609.81
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 hasta 70 TM,"3,105.44"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 TM hasta 105 TM,"7,440.35"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,287.03
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,88.89
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 TM hasta 105 TM,5.09
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,T U U A NACIONAL,-,-,"62,062.21"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,SERVICIOS DE RAMPA,Hasta 10 TM,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 10 hasta 35 TM,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 35 hasta 70 TM,-,892.97
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 106 TM,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 70 TM hasta 105 TM,-,"3,881.20"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,255.29
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,372.96
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,OFICINAS AERA GRIS,-,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,539.80
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Con Pasajeros,-,"3,623.62"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Sin Pasajeros,-,0.00
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,"1,963.51"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,"2,206.85"
2020,Enero,202001,AAP,Ayacucho,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,-,-,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,57.59
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 hasta 35 TM,13.45
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 hasta 70 TM,"6,431.02"
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 TM hasta 105 TM,"12,600.55"
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 TM hasta 105 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,2.30
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,18.21
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,10.33
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 106 TM,0.00
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 TM hasta 105 TM,8.41
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,T U U A NACIONAL,-,-,"86,672.41"
2020,Enero,202001,AAP,Juliaca,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,0.00
