Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de ingreso,Rubro Ingreso,R. Ingreso - Ad. 1,R. Ingreso - Ad. 2,Importe por Servicios
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,862.16
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 hasta 35 TM,"2,738.86"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 100 TM,"1,662,385.31"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 hasta 70 TM,"135,987.10"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 hasta 100 TM,"1,231,509.93"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,"3,336.75"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 hasta 35 TM,"10,310.51"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 hasta 70 TM,"218,267.91"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 hasta 100 TM,"501,669.32"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,32.59
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 hasta 35 TM,380.38
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 100 TM,"161,019.27"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 hasta 70 TM,"11,181.77"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 hasta 100 TM,"85,134.60"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,518.77
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 hasta 35 TM,434.70
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 hasta 70 TM,"10,137.85"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 hasta 100 TM,"20,787.88"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,-,-,"4,836,651.56"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,-,-,"9,411,977.47"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"Hasta 5,68 TM",-,"5,453.57"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 152 TM hasta 188 TM,-,"63,737.08"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 188 TM hasta 287 TM,-,"76,428.11"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 287 TM,-,"46,375.08"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 33 TM hasta 51 TM,-,"7,944.86"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"Más de 5,68 TM hasta 33 TM",-,"7,782.27"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"Más de 5,68 TM hasta 8,70 TM",-,"1,002.86"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 51 TM hasta 56 TM,-,"35,637.97"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 56 TM hasta 78 TM,-,"536,156.76"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,Más de 78 TM hasta 152 TM,-,"139,904.87"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"Más de 8,70 TM hasta 33 TM",-,"3,700.40"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,-,-,"559,454.54"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,Periodos posteriores de 15 m o fracción,-,"843,179.17"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,Primeros 45 minutos,-,"610,163.22"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,"41,185.13"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,OFICINAS AERA GRIS,-,-,"11,232.87"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,"40,843.34"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,EQUIPAJE REZAGADO,-,-,"1,183.53"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ÁREAS DE MANTENIMIENTO,-,-,"5,664.82"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ALQUILER ESPACIO PARA EQUIPOS DE RAMPA,-,-,0.00
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,"2,330,709.67"
2019,Enero,201901,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO VEHICULAR,-,-,"578,046.62"
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,SERVICIOS DE RAMPA,No precisa,-,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Total de Atencion de Horas Extra,-,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,0.00
2019,Enero,201901,COR,Andahuaylas,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,36.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 hasta 100 TM,2.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 TM hasta 35 TM,132.76
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 5.7 TM,93.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,SERVICIOS DE RAMPA,No precisa,-,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,390.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Total de Atencion de Horas Extra,-,"1,433.85"
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,0.00
2019,Enero,201901,COR,Atalaya,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,SERVICIOS DE RAMPA,No precisa,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Total de Atencion de Horas Extra,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,0.00
2019,Enero,201901,COR,Chachapoyas,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,16.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 TM hasta 35 TM,306.68
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 5.7 TM,6.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 TM hasta 70 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,SERVICIOS DE RAMPA,No precisa,-,320.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,-,-,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,Total de Atencion de Horas Extra,-,361.12
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,-,-,0.00
2019,Enero,201901,COR,Chimbote,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,-,-,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 70 hasta 100 TM,"9,209.12"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 10 TM hasta 35 TM,"2,542.98"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Más de 35 TM hasta 70 TM,"3,970.20"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 10 TM,216.60
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 70 hasta 100 TM,"139,952.78"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 10 TM hasta 35 TM,33.80
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Más de 35 TM hasta 70 TM,"48,447.94"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,Nacionales,Hasta 5.7 TM,224.60
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 10 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 70 hasta 100 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 10 TM hasta 35 TM,161.57
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Más de 35 TM hasta 70 TM,"1,137.73"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Internacionales,Hasta 5.7 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 10 TM,157.91
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 100 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 70 hasta 100 TM,"2,253.12"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 10 TM hasta 35 TM,0.00
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Más de 35 TM hasta 70 TM,371.99
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,Nacionales,Hasta 5.7 TM,210.20
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,SERVICIOS DE RAMPA,No precisa,-,"6,591.90"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,OFICINAS OPERATIVAS,-,-,"9,433.98"
2019,Enero,201901,COR,Cusco,INGRESO REGULADOS,MOSTRADORES CHECK IN,-,-,"14,544.70"
