Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo vuelo,Número de Operaciones
2019,Enero,201901,LAP,Lima,Oper. NACIONALES,"8,438"
2019,Enero,201901,LAP,Lima,Oper. INTERNACIONALES,"7,289"
2019,Enero,201901,COR,Andahuaylas,Oper. MILITARES,12
2019,Enero,201901,COR,Atalaya,Oper. NACIONALES,182
2019,Enero,201901,COR,Atalaya,Oper. MILITARES,10
2019,Enero,201901,COR,Chimbote,Oper. NACIONALES,2
2019,Enero,201901,COR,Chimbote,Oper. MILITARES,4
2019,Enero,201901,COR,Chimbote,Oper. INSTRUCCIÓN,52
2019,Enero,201901,COR,Cusco,Oper. NACIONALES,"2,439"
2019,Enero,201901,COR,Cusco,Oper. MILITARES,10
2019,Enero,201901,COR,Cusco,Oper. INTERNACIONALES,168
2019,Enero,201901,COR,Huánuco,Oper. NACIONALES,62
2019,Enero,201901,COR,Huánuco,Oper. MILITARES,4
2019,Enero,201901,COR,Ilo,Oper. NACIONALES,12
2019,Enero,201901,COR,Ilo,Oper. MILITARES,34
2019,Enero,201901,COR,Jaén,Oper. NACIONALES,182
2019,Enero,201901,COR,Jaén,Oper. MILITARES,8
2019,Enero,201901,COR,Jauja,Oper. NACIONALES,130
2019,Enero,201901,COR,Jauja,Oper. MILITARES,20
2019,Enero,201901,COR,Juanjui,Oper. NACIONALES,12
2019,Enero,201901,COR,Mazamari,Oper. NACIONALES,2
2019,Enero,201901,COR,Mazamari,Oper. MILITARES,343
2019,Enero,201901,COR,Nazca,Oper. NACIONALES,"2,923"
2019,Enero,201901,COR,Nazca,Oper. INSTRUCCIÓN,68
2019,Enero,201901,COR,Rioja,Oper. NACIONALES,4
2019,Enero,201901,COR,Tingo María,Oper. NACIONALES,58
2019,Enero,201901,COR,Tingo María,Oper. MILITARES,18
2019,Enero,201901,COR,Tocache,Oper. NACIONALES,8
2019,Enero,201901,COR,Yurimaguas,Oper. NACIONALES,434
2019,Enero,201901,COR,Yurimaguas,Oper. MILITARES,2
2019,Enero,201901,COR,Yurimaguas,Oper. INSTRUCCIÓN,4
2019,Enero,201901,ADP,Cajamarca,Oper. NACIONALES,154
2019,Enero,201901,ADP,Chachapoyas,Oper. NACIONALES,120
2019,Enero,201901,ADP,Chiclayo,Oper. NACIONALES,329
2019,Enero,201901,ADP,Chiclayo,Oper. MILITARES,61
2019,Enero,201901,ADP,Chiclayo,Oper. INTERNACIONALES,30
2019,Enero,201901,ADP,Chiclayo,Oper. INSTRUCCIÓN,542
2019,Enero,201901,ADP,Huaraz-Anta,Oper. NACIONALES,14
2019,Enero,201901,ADP,Iquitos,Oper. NACIONALES,969
2019,Enero,201901,ADP,Iquitos,Oper. MILITARES,78
2019,Enero,201901,ADP,Iquitos,Oper. INTERNACIONALES,30
2019,Enero,201901,ADP,Pisco,Oper. NACIONALES,531
2019,Enero,201901,ADP,Pisco,Oper. MILITARES,690
2019,Enero,201901,ADP,Pisco,Oper. INTERNACIONALES,57
2019,Enero,201901,ADP,Pisco,Oper. INSTRUCCIÓN,"3,115"
2019,Enero,201901,ADP,Piura,Oper. NACIONALES,655
2019,Enero,201901,ADP,Piura,Oper. MILITARES,68
2019,Enero,201901,ADP,Piura,Oper. INTERNACIONALES,16
2019,Enero,201901,ADP,Piura,Oper. INSTRUCCIÓN,10
2019,Enero,201901,ADP,Pucallpa,Oper. NACIONALES,"1,122"
2019,Enero,201901,ADP,Pucallpa,Oper. MILITARES,104
2019,Enero,201901,ADP,Pucallpa,Oper. INSTRUCCIÓN,254
2019,Enero,201901,ADP,Talara,Oper. NACIONALES,256
2019,Enero,201901,ADP,Talara,Oper. INTERNACIONALES,3
2019,Enero,201901,ADP,Tarapoto,Oper. NACIONALES,893
2019,Enero,201901,ADP,Tarapoto,Oper. MILITARES,71
2019,Enero,201901,ADP,Tarapoto,Oper. INTERNACIONALES,4
2019,Enero,201901,ADP,Tarapoto,Oper. INSTRUCCIÓN,109
2019,Enero,201901,ADP,Trujillo,Oper. NACIONALES,603
2019,Enero,201901,ADP,Trujillo,Oper. MILITARES,73
2019,Enero,201901,ADP,Trujillo,Oper. INTERNACIONALES,4
2019,Enero,201901,ADP,Trujillo,Oper. INSTRUCCIÓN,613
2019,Enero,201901,ADP,Tumbes,Oper. NACIONALES,150
2019,Enero,201901,ADP,Tumbes,Oper. MILITARES,1
2019,Enero,201901,ADP,Tumbes,Oper. INTERNACIONALES,18
2019,Enero,201901,ADP,Tumbes,Oper. INSTRUCCIÓN,2
2019,Enero,201901,AAP,Arequipa,Oper. NACIONALES,"1,001"
2019,Enero,201901,AAP,Arequipa,Oper. MILITARES,36
2019,Enero,201901,AAP,Arequipa,Oper. INTERNACIONALES,7
2019,Enero,201901,AAP,Ayacucho,Oper. NACIONALES,201
2019,Enero,201901,AAP,Ayacucho,Oper. MILITARES,25
2019,Enero,201901,AAP,Juliaca,Oper. NACIONALES,314
2019,Enero,201901,AAP,Juliaca,Oper. INTERNACIONALES,2
2019,Enero,201901,AAP,Puerto Maldonado,Oper. NACIONALES,184
2019,Enero,201901,AAP,Puerto Maldonado,Oper. MILITARES,34
2019,Enero,201901,AAP,Tacna,Oper. NACIONALES,334
2019,Enero,201901,AAP,Tacna,Oper. MILITARES,20
2019,Enero,201901,AAP,Tacna,Oper. INTERNACIONALES,6
2019,Febrero,201902,LAP,Lima,Oper. NACIONALES,"8,097"
2019,Febrero,201902,LAP,Lima,Oper. INTERNACIONALES,"6,527"
2019,Febrero,201902,COR,Andahuaylas,Oper. NACIONALES,6
2019,Febrero,201902,COR,Atalaya,Oper. NACIONALES,162
2019,Febrero,201902,COR,Atalaya,Oper. MILITARES,8
2019,Febrero,201902,COR,Chimbote,Oper. MILITARES,20
2019,Febrero,201902,COR,Chimbote,Oper. INSTRUCCIÓN,40
2019,Febrero,201902,COR,Cusco,Oper. NACIONALES,"2,271"
2019,Febrero,201902,COR,Cusco,Oper. MILITARES,31
2019,Febrero,201902,COR,Cusco,Oper. INTERNACIONALES,149
2019,Febrero,201902,COR,Huánuco,Oper. NACIONALES,70
2019,Febrero,201902,COR,Huánuco,Oper. MILITARES,12
2019,Febrero,201902,COR,Ilo,Oper. NACIONALES,34
2019,Febrero,201902,COR,Ilo,Oper. MILITARES,28
2019,Febrero,201902,COR,Jaén,Oper. NACIONALES,166
2019,Febrero,201902,COR,Jaén,Oper. MILITARES,8
2019,Febrero,201902,COR,Jauja,Oper. NACIONALES,140
2019,Febrero,201902,COR,Jauja,Oper. MILITARES,8
2019,Febrero,201902,COR,Juanjui,Oper. NACIONALES,2
2019,Febrero,201902,COR,Juanjui,Oper. INSTRUCCIÓN,6
2019,Febrero,201902,COR,Mazamari,Oper. NACIONALES,4
2019,Febrero,201902,COR,Mazamari,Oper. MILITARES,287
2019,Febrero,201902,COR,Nazca,Oper. NACIONALES,"2,206"
2019,Febrero,201902,COR,Nazca,Oper. MILITARES,4
2019,Febrero,201902,COR,Nazca,Oper. INSTRUCCIÓN,64
2019,Febrero,201902,COR,Rioja,Oper. NACIONALES,6
2019,Febrero,201902,COR,Rioja,Oper. INSTRUCCIÓN,4
2019,Febrero,201902,COR,Rodríguez de Mendoza,Oper. MILITARES,2
2019,Febrero,201902,COR,Tingo María,Oper. NACIONALES,62
2019,Febrero,201902,COR,Tingo María,Oper. MILITARES,36
2019,Febrero,201902,COR,Tocache,Oper. NACIONALES,14
2019,Febrero,201902,COR,Yurimaguas,Oper. NACIONALES,351
2019,Febrero,201902,COR,Yurimaguas,Oper. INSTRUCCIÓN,12
2019,Febrero,201902,ADP,Cajamarca,Oper. NACIONALES,176
2019,Febrero,201902,ADP,Cajamarca,Oper. MILITARES,8
2019,Febrero,201902,ADP,Chachapoyas,Oper. NACIONALES,102
2019,Febrero,201902,ADP,Chiclayo,Oper. NACIONALES,338
2019,Febrero,201902,ADP,Chiclayo,Oper. MILITARES,83
2019,Febrero,201902,ADP,Chiclayo,Oper. INTERNACIONALES,38
2019,Febrero,201902,ADP,Chiclayo,Oper. INSTRUCCIÓN,856
2019,Febrero,201902,ADP,Huaraz-Anta,Oper. NACIONALES,14
2019,Febrero,201902,ADP,Huaraz-Anta,Oper. MILITARES,2
2019,Febrero,201902,ADP,Iquitos,Oper. NACIONALES,910
2019,Febrero,201902,ADP,Iquitos,Oper. MILITARES,120
2019,Febrero,201902,ADP,Iquitos,Oper. INTERNACIONALES,26
2019,Febrero,201902,ADP,Pisco,Oper. NACIONALES,487
2019,Febrero,201902,ADP,Pisco,Oper. MILITARES,"1,902"
2019,Febrero,201902,ADP,Pisco,Oper. INTERNACIONALES,51
2019,Febrero,201902,ADP,Pisco,Oper. INSTRUCCIÓN,"4,790"
2019,Febrero,201902,ADP,Piura,Oper. NACIONALES,597
2019,Febrero,201902,ADP,Piura,Oper. MILITARES,138
2019,Febrero,201902,ADP,Piura,Oper. INTERNACIONALES,10
2019,Febrero,201902,ADP,Piura,Oper. INSTRUCCIÓN,12
2019,Febrero,201902,ADP,Pucallpa,Oper. NACIONALES,"1,065"
2019,Febrero,201902,ADP,Pucallpa,Oper. MILITARES,78
2019,Febrero,201902,ADP,Pucallpa,Oper. INTERNACIONALES,2
2019,Febrero,201902,ADP,Pucallpa,Oper. INSTRUCCIÓN,252
2019,Febrero,201902,ADP,Talara,Oper. NACIONALES,218
2019,Febrero,201902,ADP,Talara,Oper. INTERNACIONALES,5
2019,Febrero,201902,ADP,Tarapoto,Oper. NACIONALES,805
2019,Febrero,201902,ADP,Tarapoto,Oper. MILITARES,63
2019,Febrero,201902,ADP,Tarapoto,Oper. INTERNACIONALES,1
2019,Febrero,201902,ADP,Tarapoto,Oper. INSTRUCCIÓN,124
2019,Febrero,201902,ADP,Trujillo,Oper. NACIONALES,580
2019,Febrero,201902,ADP,Trujillo,Oper. MILITARES,35
2019,Febrero,201902,ADP,Trujillo,Oper. INTERNACIONALES,8
2019,Febrero,201902,ADP,Trujillo,Oper. INSTRUCCIÓN,662
2019,Febrero,201902,ADP,Tumbes,Oper. NACIONALES,151
2019,Febrero,201902,ADP,Tumbes,Oper. MILITARES,2
2019,Febrero,201902,ADP,Tumbes,Oper. INTERNACIONALES,26
2019,Febrero,201902,AAP,Arequipa,Oper. NACIONALES,"1,053"
2019,Febrero,201902,AAP,Arequipa,Oper. MILITARES,22
2019,Febrero,201902,AAP,Arequipa,Oper. INTERNACIONALES,3
2019,Febrero,201902,AAP,Ayacucho,Oper. NACIONALES,188
2019,Febrero,201902,AAP,Ayacucho,Oper. MILITARES,37
2019,Febrero,201902,AAP,Juliaca,Oper. NACIONALES,303
2019,Febrero,201902,AAP,Juliaca,Oper. MILITARES,8
2019,Febrero,201902,AAP,Juliaca,Oper. INTERNACIONALES,1
2019,Febrero,201902,AAP,Puerto Maldonado,Oper. NACIONALES,182
2019,Febrero,201902,AAP,Puerto Maldonado,Oper. MILITARES,49
2019,Febrero,201902,AAP,Tacna,Oper. NACIONALES,276
2019,Febrero,201902,AAP,Tacna,Oper. MILITARES,46
2019,Febrero,201902,AAP,Tacna,Oper. INTERNACIONALES,6
2019,Marzo,201903,LAP,Lima,Oper. NACIONALES,"9,058"
2019,Marzo,201903,LAP,Lima,Oper. INTERNACIONALES,"7,105"
2019,Marzo,201903,COR,Andahuaylas,Oper. NACIONALES,8
2019,Marzo,201903,COR,Andahuaylas,Oper. MILITARES,2
2019,Marzo,201903,COR,Atalaya,Oper. NACIONALES,196
2019,Marzo,201903,COR,Atalaya,Oper. MILITARES,18
2019,Marzo,201903,COR,Atalaya,Oper. INSTRUCCIÓN,2
2019,Marzo,201903,COR,Chimbote,Oper. MILITARES,48
2019,Marzo,201903,COR,Chimbote,Oper. INSTRUCCIÓN,52
2019,Marzo,201903,COR,Cusco,Oper. NACIONALES,"2,668"
2019,Marzo,201903,COR,Cusco,Oper. MILITARES,28
2019,Marzo,201903,COR,Cusco,Oper. INTERNACIONALES,156
2019,Marzo,201903,COR,Huánuco,Oper. NACIONALES,108
2019,Marzo,201903,COR,Huánuco,Oper. MILITARES,4
2019,Marzo,201903,COR,Ilo,Oper. NACIONALES,42
2019,Marzo,201903,COR,Ilo,Oper. MILITARES,328
2019,Marzo,201903,COR,Jaén,Oper. NACIONALES,178
2019,Marzo,201903,COR,Jaén,Oper. MILITARES,12
2019,Marzo,201903,COR,Jauja,Oper. NACIONALES,186
2019,Marzo,201903,COR,Jauja,Oper. MILITARES,74
2019,Marzo,201903,COR,Juanjui,Oper. NACIONALES,4
2019,Marzo,201903,COR,Juanjui,Oper. MILITARES,2
2019,Marzo,201903,COR,Mazamari,Oper. NACIONALES,2
2019,Marzo,201903,COR,Mazamari,Oper. MILITARES,422
2019,Marzo,201903,COR,Nazca,Oper. NACIONALES,"2,379"
2019,Marzo,201903,COR,Nazca,Oper. MILITARES,2
2019,Marzo,201903,COR,Nazca,Oper. INSTRUCCIÓN,77
2019,Marzo,201903,COR,Rioja,Oper. NACIONALES,2
2019,Marzo,201903,COR,Rodríguez de Mendoza,Oper. NACIONALES,2
2019,Marzo,201903,COR,Saposoa,Oper. INSTRUCCIÓN,10
2019,Marzo,201903,COR,Tingo María,Oper. NACIONALES,64
2019,Marzo,201903,COR,Tingo María,Oper. MILITARES,10
2019,Marzo,201903,COR,Tocache,Oper. NACIONALES,16
2019,Marzo,201903,COR,Tocache,Oper. INSTRUCCIÓN,2
2019,Marzo,201903,COR,Yurimaguas,Oper. NACIONALES,416
2019,Marzo,201903,COR,Yurimaguas,Oper. MILITARES,4
2019,Marzo,201903,COR,Yurimaguas,Oper. INSTRUCCIÓN,18
2019,Marzo,201903,ADP,Cajamarca,Oper. NACIONALES,233
2019,Marzo,201903,ADP,Cajamarca,Oper. MILITARES,1
2019,Marzo,201903,ADP,Chachapoyas,Oper. NACIONALES,120
2019,Marzo,201903,ADP,Chiclayo,Oper. NACIONALES,405
2019,Marzo,201903,ADP,Chiclayo,Oper. MILITARES,123
2019,Marzo,201903,ADP,Chiclayo,Oper. INTERNACIONALES,26
2019,Marzo,201903,ADP,Chiclayo,Oper. INSTRUCCIÓN,407
2019,Marzo,201903,ADP,Huaraz-Anta,Oper. NACIONALES,12
2019,Marzo,201903,ADP,Huaraz-Anta,Oper. MILITARES,2
2019,Marzo,201903,ADP,Iquitos,Oper. NACIONALES,945
2019,Marzo,201903,ADP,Iquitos,Oper. MILITARES,54
2019,Marzo,201903,ADP,Iquitos,Oper. INTERNACIONALES,20
2019,Marzo,201903,ADP,Pisco,Oper. NACIONALES,646
2019,Marzo,201903,ADP,Pisco,Oper. MILITARES,"2,489"
2019,Marzo,201903,ADP,Pisco,Oper. INTERNACIONALES,78
2019,Marzo,201903,ADP,Pisco,Oper. INSTRUCCIÓN,"5,399"
2019,Marzo,201903,ADP,Piura,Oper. NACIONALES,633
2019,Marzo,201903,ADP,Piura,Oper. MILITARES,112
2019,Marzo,201903,ADP,Piura,Oper. INTERNACIONALES,8
2019,Marzo,201903,ADP,Piura,Oper. INSTRUCCIÓN,34
2019,Marzo,201903,ADP,Pucallpa,Oper. NACIONALES,"1,136"
2019,Marzo,201903,ADP,Pucallpa,Oper. MILITARES,106
2019,Marzo,201903,ADP,Pucallpa,Oper. INSTRUCCIÓN,128
2019,Marzo,201903,ADP,Talara,Oper. NACIONALES,206
2019,Marzo,201903,ADP,Talara,Oper. INTERNACIONALES,2
2019,Marzo,201903,ADP,Tarapoto,Oper. NACIONALES,867
2019,Marzo,201903,ADP,Tarapoto,Oper. MILITARES,73
2019,Marzo,201903,ADP,Tarapoto,Oper. INSTRUCCIÓN,178
2019,Marzo,201903,ADP,Trujillo,Oper. NACIONALES,637
2019,Marzo,201903,ADP,Trujillo,Oper. MILITARES,35
2019,Marzo,201903,ADP,Trujillo,Oper. INTERNACIONALES,12
2019,Marzo,201903,ADP,Trujillo,Oper. INSTRUCCIÓN,350
2019,Marzo,201903,ADP,Tumbes,Oper. NACIONALES,167
2019,Marzo,201903,ADP,Tumbes,Oper. MILITARES,11
2019,Marzo,201903,ADP,Tumbes,Oper. INTERNACIONALES,37
2019,Marzo,201903,ADP,Tumbes,Oper. INSTRUCCIÓN,2
2019,Marzo,201903,AAP,Arequipa,Oper. NACIONALES,"1,120"
2019,Marzo,201903,AAP,Arequipa,Oper. MILITARES,32
2019,Marzo,201903,AAP,Arequipa,Oper. INTERNACIONALES,4
2019,Marzo,201903,AAP,Ayacucho,Oper. NACIONALES,216
2019,Marzo,201903,AAP,Ayacucho,Oper. MILITARES,63
2019,Marzo,201903,AAP,Juliaca,Oper. NACIONALES,322
2019,Marzo,201903,AAP,Juliaca,Oper. MILITARES,2
2019,Marzo,201903,AAP,Puerto Maldonado,Oper. NACIONALES,188
2019,Marzo,201903,AAP,Puerto Maldonado,Oper. MILITARES,31
2019,Marzo,201903,AAP,Puerto Maldonado,Oper. INTERNACIONALES,2
2019,Marzo,201903,AAP,Tacna,Oper. NACIONALES,295
2019,Marzo,201903,AAP,Tacna,Oper. MILITARES,12
2019,Marzo,201903,AAP,Tacna,Oper. INTERNACIONALES,21
2019,Abril,201904,LAP,Lima,Oper. NACIONALES,"9,339"
2019,Abril,201904,LAP,Lima,Oper. INTERNACIONALES,"6,720"
2019,Abril,201904,COR,Andahuaylas,Oper. NACIONALES,2
2019,Abril,201904,COR,Andahuaylas,Oper. MILITARES,2
2019,Abril,201904,COR,Atalaya,Oper. NACIONALES,178
2019,Abril,201904,COR,Atalaya,Oper. MILITARES,12
2019,Abril,201904,COR,Atalaya,Oper. INSTRUCCIÓN,6
2019,Abril,201904,COR,Chimbote,Oper. MILITARES,76
2019,Abril,201904,COR,Chimbote,Oper. INSTRUCCIÓN,74
2019,Abril,201904,COR,Cusco,Oper. NACIONALES,"2,912"
2019,Abril,201904,COR,Cusco,Oper. MILITARES,57
2019,Abril,201904,COR,Cusco,Oper. INTERNACIONALES,153
2019,Abril,201904,COR,Huánuco,Oper. NACIONALES,84
2019,Abril,201904,COR,Huánuco,Oper. MILITARES,4
2019,Abril,201904,COR,Ilo,Oper. NACIONALES,74
2019,Abril,201904,COR,Ilo,Oper. MILITARES,218
2019,Abril,201904,COR,Jaén,Oper. NACIONALES,179
2019,Abril,201904,COR,Jaén,Oper. MILITARES,8
2019,Abril,201904,COR,Jauja,Oper. NACIONALES,208
2019,Abril,201904,COR,Jauja,Oper. MILITARES,37
2019,Abril,201904,COR,Juanjui,Oper. INSTRUCCIÓN,6
2019,Abril,201904,COR,Mazamari,Oper. MILITARES,362
2019,Abril,201904,COR,Nazca,Oper. NACIONALES,"3,221"
2019,Abril,201904,COR,Nazca,Oper. MILITARES,4
2019,Abril,201904,COR,Nazca,Oper. INSTRUCCIÓN,108
2019,Abril,201904,COR,Rioja,Oper. NACIONALES,6
2019,Abril,201904,COR,Rioja,Oper. INSTRUCCIÓN,6
2019,Abril,201904,COR,Saposoa,Oper. INSTRUCCIÓN,16
2019,Abril,201904,COR,Tingo María,Oper. NACIONALES,58
2019,Abril,201904,COR,Tingo María,Oper. MILITARES,12
2019,Abril,201904,COR,Tocache,Oper. NACIONALES,24
2019,Abril,201904,COR,Yurimaguas,Oper. NACIONALES,393
2019,Abril,201904,COR,Yurimaguas,Oper. INSTRUCCIÓN,42
2019,Abril,201904,ADP,Cajamarca,Oper. NACIONALES,313
2019,Abril,201904,ADP,Cajamarca,Oper. MILITARES,1
2019,Abril,201904,ADP,Chachapoyas,Oper. NACIONALES,114
2019,Abril,201904,ADP,Chiclayo,Oper. NACIONALES,403
2019,Abril,201904,ADP,Chiclayo,Oper. MILITARES,42
2019,Abril,201904,ADP,Chiclayo,Oper. INTERNACIONALES,20
2019,Abril,201904,ADP,Chiclayo,Oper. INSTRUCCIÓN,466
2019,Abril,201904,ADP,Huaraz-Anta,Oper. NACIONALES,22
2019,Abril,201904,ADP,Huaraz-Anta,Oper. MILITARES,10
2019,Abril,201904,ADP,Iquitos,Oper. NACIONALES,887
2019,Abril,201904,ADP,Iquitos,Oper. MILITARES,66
2019,Abril,201904,ADP,Iquitos,Oper. INTERNACIONALES,13
2019,Abril,201904,ADP,Pisco,Oper. NACIONALES,539
2019,Abril,201904,ADP,Pisco,Oper. MILITARES,"1,073"
2019,Abril,201904,ADP,Pisco,Oper. INTERNACIONALES,71
2019,Abril,201904,ADP,Pisco,Oper. INSTRUCCIÓN,"4,489"
2019,Abril,201904,ADP,Piura,Oper. NACIONALES,671
2019,Abril,201904,ADP,Piura,Oper. MILITARES,84
2019,Abril,201904,ADP,Piura,Oper. INTERNACIONALES,14
2019,Abril,201904,ADP,Piura,Oper. INSTRUCCIÓN,10
2019,Abril,201904,ADP,Pucallpa,Oper. NACIONALES,"1,071"
2019,Abril,201904,ADP,Pucallpa,Oper. MILITARES,116
2019,Abril,201904,ADP,Pucallpa,Oper. INTERNACIONALES,2
2019,Abril,201904,ADP,Pucallpa,Oper. INSTRUCCIÓN,467
2019,Abril,201904,ADP,Talara,Oper. NACIONALES,188
2019,Abril,201904,ADP,Talara,Oper. INTERNACIONALES,2
2019,Abril,201904,ADP,Talara,Oper. INSTRUCCIÓN,2
2019,Abril,201904,ADP,Tarapoto,Oper. NACIONALES,901
2019,Abril,201904,ADP,Tarapoto,Oper. MILITARES,51
2019,Abril,201904,ADP,Tarapoto,Oper. INTERNACIONALES,3
2019,Abril,201904,ADP,Tarapoto,Oper. INSTRUCCIÓN,158
2019,Abril,201904,ADP,Trujillo,Oper. NACIONALES,570
2019,Abril,201904,ADP,Trujillo,Oper. MILITARES,27
2019,Abril,201904,ADP,Trujillo,Oper. INTERNACIONALES,16
2019,Abril,201904,ADP,Trujillo,Oper. INSTRUCCIÓN,350
2019,Abril,201904,ADP,Tumbes,Oper. NACIONALES,126
2019,Abril,201904,ADP,Tumbes,Oper. INTERNACIONALES,21
2019,Abril,201904,AAP,Arequipa,Oper. NACIONALES,"1,256"
2019,Abril,201904,AAP,Arequipa,Oper. MILITARES,24
2019,Abril,201904,AAP,Arequipa,Oper. INTERNACIONALES,24
2019,Abril,201904,AAP,Ayacucho,Oper. NACIONALES,249
2019,Abril,201904,AAP,Ayacucho,Oper. MILITARES,6
2019,Abril,201904,AAP,Juliaca,Oper. NACIONALES,298
2019,Abril,201904,AAP,Juliaca,Oper. MILITARES,6
2019,Abril,201904,AAP,Puerto Maldonado,Oper. NACIONALES,211
2019,Abril,201904,AAP,Puerto Maldonado,Oper. MILITARES,26
2019,Abril,201904,AAP,Puerto Maldonado,Oper. INTERNACIONALES,1
2019,Abril,201904,AAP,Tacna,Oper. NACIONALES,345
2019,Abril,201904,AAP,Tacna,Oper. MILITARES,18
2019,Abril,201904,AAP,Tacna,Oper. INTERNACIONALES,7
2019,Mayo,201905,LAP,Lima,Oper. NACIONALES,"10,353"
2019,Mayo,201905,LAP,Lima,Oper. INTERNACIONALES,"6,936"
2019,Mayo,201905,COR,Andahuaylas,Oper. NACIONALES,6
2019,Mayo,201905,COR,Andahuaylas,Oper. MILITARES,4
2019,Mayo,201905,COR,Atalaya,Oper. NACIONALES,185
2019,Mayo,201905,COR,Atalaya,Oper. MILITARES,2
2019,Mayo,201905,COR,Chimbote,Oper. NACIONALES,2
2019,Mayo,201905,COR,Chimbote,Oper. MILITARES,164
2019,Mayo,201905,COR,Chimbote,Oper. INSTRUCCIÓN,78
2019,Mayo,201905,COR,Cusco,Oper. NACIONALES,"2,928"
2019,Mayo,201905,COR,Cusco,Oper. MILITARES,34
2019,Mayo,201905,COR,Cusco,Oper. INTERNACIONALES,157
2019,Mayo,201905,COR,Huánuco,Oper. NACIONALES,100
2019,Mayo,201905,COR,Huánuco,Oper. MILITARES,4
2019,Mayo,201905,COR,Ilo,Oper. NACIONALES,64
2019,Mayo,201905,COR,Ilo,Oper. MILITARES,693
2019,Mayo,201905,COR,Jaén,Oper. NACIONALES,179
2019,Mayo,201905,COR,Jaén,Oper. MILITARES,8
2019,Mayo,201905,COR,Jauja,Oper. NACIONALES,214
2019,Mayo,201905,COR,Jauja,Oper. MILITARES,20
2019,Mayo,201905,COR,Juanjui,Oper. MILITARES,6
2019,Mayo,201905,COR,Juanjui,Oper. INSTRUCCIÓN,14
2019,Mayo,201905,COR,Mazamari,Oper. MILITARES,435
2019,Mayo,201905,COR,Nazca,Oper. NACIONALES,"2,941"
2019,Mayo,201905,COR,Nazca,Oper. MILITARES,6
2019,Mayo,201905,COR,Nazca,Oper. INSTRUCCIÓN,107
2019,Mayo,201905,COR,Rioja,Oper. NACIONALES,4
2019,Mayo,201905,COR,Rioja,Oper. INSTRUCCIÓN,4
2019,Mayo,201905,COR,Rodríguez de Mendoza,Oper. INSTRUCCIÓN,2
2019,Mayo,201905,COR,Saposoa,Oper. MILITARES,4
2019,Mayo,201905,COR,Saposoa,Oper. INSTRUCCIÓN,12
2019,Mayo,201905,COR,Tingo María,Oper. NACIONALES,58
2019,Mayo,201905,COR,Tingo María,Oper. MILITARES,24
2019,Mayo,201905,COR,Tocache,Oper. NACIONALES,14
2019,Mayo,201905,COR,Tocache,Oper. INSTRUCCIÓN,4
2019,Mayo,201905,COR,Yurimaguas,Oper. NACIONALES,559
2019,Mayo,201905,COR,Yurimaguas,Oper. MILITARES,38
2019,Mayo,201905,COR,Yurimaguas,Oper. INSTRUCCIÓN,20
2019,Mayo,201905,ADP,Cajamarca,Oper. NACIONALES,386
2019,Mayo,201905,ADP,Cajamarca,Oper. MILITARES,2
2019,Mayo,201905,ADP,Chachapoyas,Oper. NACIONALES,124
2019,Mayo,201905,ADP,Chiclayo,Oper. NACIONALES,498
2019,Mayo,201905,ADP,Chiclayo,Oper. MILITARES,53
2019,Mayo,201905,ADP,Chiclayo,Oper. INTERNACIONALES,30
2019,Mayo,201905,ADP,Chiclayo,Oper. INSTRUCCIÓN,853
2019,Mayo,201905,ADP,Huaraz-Anta,Oper. NACIONALES,12
2019,Mayo,201905,ADP,Huaraz-Anta,Oper. MILITARES,22
2019,Mayo,201905,ADP,Huaraz-Anta,Oper. INTERNACIONALES,2
2019,Mayo,201905,ADP,Iquitos,Oper. NACIONALES,861
2019,Mayo,201905,ADP,Iquitos,Oper. MILITARES,111
2019,Mayo,201905,ADP,Iquitos,Oper. INTERNACIONALES,26
2019,Mayo,201905,ADP,Pisco,Oper. NACIONALES,533
2019,Mayo,201905,ADP,Pisco,Oper. MILITARES,776
2019,Mayo,201905,ADP,Pisco,Oper. INTERNACIONALES,66
2019,Mayo,201905,ADP,Pisco,Oper. INSTRUCCIÓN,"4,420"
2019,Mayo,201905,ADP,Piura,Oper. NACIONALES,756
2019,Mayo,201905,ADP,Piura,Oper. MILITARES,65
2019,Mayo,201905,ADP,Piura,Oper. INTERNACIONALES,18
2019,Mayo,201905,ADP,Piura,Oper. INSTRUCCIÓN,10
2019,Mayo,201905,ADP,Pucallpa,Oper. NACIONALES,"1,143"
2019,Mayo,201905,ADP,Pucallpa,Oper. MILITARES,41
2019,Mayo,201905,ADP,Pucallpa,Oper. INSTRUCCIÓN,434
2019,Mayo,201905,ADP,Talara,Oper. NACIONALES,174
2019,Mayo,201905,ADP,Talara,Oper. INSTRUCCIÓN,2
2019,Mayo,201905,ADP,Tarapoto,Oper. NACIONALES,958
2019,Mayo,201905,ADP,Tarapoto,Oper. MILITARES,194
2019,Mayo,201905,ADP,Tarapoto,Oper. INTERNACIONALES,4
2019,Mayo,201905,ADP,Tarapoto,Oper. INSTRUCCIÓN,116
2019,Mayo,201905,ADP,Trujillo,Oper. NACIONALES,690
2019,Mayo,201905,ADP,Trujillo,Oper. MILITARES,409
2019,Mayo,201905,ADP,Trujillo,Oper. INTERNACIONALES,5
2019,Mayo,201905,ADP,Trujillo,Oper. INSTRUCCIÓN,346
2019,Mayo,201905,ADP,Tumbes,Oper. NACIONALES,132
